Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"The Data Sciences team at Flipkart is on a mission to build systemic intelligence across
Flipkart products and the overarching ecosystem. Being Indias largest online
marketplace and the most used e-commerce app in India, places Flipkart in a unique
position and gives this team a distinctive opportunity to decipher the richest
possible data about Indian consumers. Add the dimension of a vast product selection
and a proliferating seller base to that and what you get is a multitude of disruptive
possibilities.
In a nutshell, the terabytes of daily data compounded in Flipkarts data centers offer a
dynamic mix of numerical, structured, unstructured, image- and audio-based statistics,
all set to define shopping in the future.

What this job entails:
The pool of data available at Flipkart forms the foundation to solve some present and
predictable challenges for shoppers in India. As a Data Scientist you will be working on:
• Product discovery along with personalization and intent modeling
• Demand shaping and planning
• Heterogeneous networks for consumer, product and seller interactions
• Customer insights
• Catalog enhancement and product insights
• Customer emotion detection and right response matching
• Fulfillment automation
• Optimization of last mile delivery
• Fraud modeling",4.1,"Flipkart
4.1",Bengaluru,"Bengaluru, India",10000+ employees,2007,Company - Private,Internet,Information Technology,₹500+ billion (INR),"eBay, Snapdeal"
Data scientist,-1,"Are you looking at developing future leaders? Come join us at Siemens.

At our Bengaluru Hub nearly 1100 employees provide various types of services Finance, HR, IT, Supply Chain, Customer Care - to more than 60 Siemens entities across the world, We are global business solutions, that supports Siemens companies worldwide to achieve perfection in their internal process allowing our colleagues to fully focus on their business.

Change the future with us
You will Work with large, complex data sets and applying advanced analytical methods as needed
You will be Developing custom data models and algorithms to apply to data sets.
You will Run PoCs and Pilots projects to investigate and prove the feasibility and benefits of the proposed solutions
You should Interact with multiple partners (from various levels) and optimally present findings by exploiting visual displays of complex quantity information in a simplified way
You will Identify and develop intelligent and innovative data analytics use cases to optimize business processes
You will be the partner of choice regarding technology advisory for advanced analytics
You should Actively and proactively perform market/trend scouting to stay up to date on the state-of-the-art technologies
We dont need superheroes, just super minds
You should have Knowledge in advanced data analytics/data science
You should Know-how on Extract, Transform and Load (ETL) of Big Data in enterprise environments (e.g., SAP, Oracle), cloud infrastructure (e.g., AWS, Azure), as well as familiarity of data architecture requirements and conceptual approaches for deploying algorithmic solutions in Big Data productive environments
You should be Comfortable working in programming languages like SQL, Python and R, as well as with frameworks like Tensorflow and Keras; experience designing solutions in distributed teams using Version Control tools like GIT
You should have Experience with cloud technologies: Amazon Web Services and/or Microsoft Azure
You should have Very good communication and presentation skills
Weve got quite a lot to offer. How about you?

This role is based in Bangalore. But youll also get to visit other locations in India and globe, so youll need to go where this journey takes you. In return, youll get the chance to work with teams impacting entire cities, countries and the shape of things to come.

Were Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow.

Find out more about Siemens at: www.siemens.com/careers


Organization: Global Business Services

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.0,"Flipkart
4.1",Bengaluru,"Munich, Germany",10000+ employees,1843,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR),"GE, ABB, Philips"
Data Scientist,-1,"GO-MMT is the corporate entity of three giants in the Online Travel Industry—Goibibo, MakeMyTrip and RedBus. The GO-MMT family celebrates the compounded strengths of their brands, creating what can be called the largest network of flights, hotels, tour operators and travel enablers across the country. The group company is easily the most sought after corporate in the online travel industry. Imagine getting to work on the star brands of the online travel domain—that’s the dream you will get to live here at GO-MMT.

The Culture –

Despite being a giant in the travel industry, GO-MMT is still has a start-up like heart; welcoming wacky ideas, bringing to life great products and encouraging its employees (aka Go trippers) to have an awesome experience. GO-MMT invests heavily in the personal well-being of all its employees and provides a work atmosphere charged with positive energy, youth and vibrancy. It is a place where one can create a powerful impact with their talent, hard work, zeal and teamwork

Requirements

Roles and Responsibility
Apply advanced analytics to measure performance and improve decision making
Work closely with the technology and product team on conversion optimization initiatives on both sides of marketplace
Leverage ETL techniques on raw data to cleanse data sets for advanced analytics resulting in actionable insights
Design and develop new models and algorithms leveraging Static & dynamic content to provide advanced analytics to guide decision making on demand & supply side
Collaborate with Product & Engineering to present 360-degree analysis and recommendations to stakeholders on diverse hypothesis
Develop models around Predictive Analytics, Liquidity, Inventory, Demand, & Consumption pattern, Pricing
Build Recommendation engine leveraging diverse Data through R
Qualification and Skills Required
3-5 years of relevant experience on techniques involving Regression, Correlation , CHAID
Master’s degree in Computer science / Statistics
Experience in modelling techniques - Demand Prediction &Pricing &; machine learning algorithm
Hands-on experience on data platforms: SQL, Hadoop, Hive
Strong at Excel, Macros, Data modelling – Hypothesis creation
Experience with R Analytics - a must
Exposure to Big Data Ecosystem is a must
Hands-on with Hadoop/MapReduce is a plus
Expertise in a scripting Language – Python/Perl is a must",4.1,"Goibibo
4.1",Bengaluru,"Gurgaon, India",201 to 500 employees,2009,Company - Private,Hotel & Resorts,Travel & Tourism,Unknown / Non-Applicable,-1
Data Scientist,-1,"Jr. Data Scientist / Data Scientist

Having a strong background in machine learning who are extremely passionate about solving real-world applied problems in the various business domains. A real opportunity to expand skill-sets and a chance to learn and use the latest advances and approaches in machine learning and data mining on real-world datasets.

Working at a fast-paced work environment where one is expected to be self-motivated and are measured on performance.

Job Responsibilities

Ability to understand a problem statement and implement analytical solutions & techniques independently or with minimal supervision

Work and collaborate with other teams to deliver and create value for clients

Fast learner: ability to learn and pick up a new language/tool/ platform quickly

Conceptualize, design and deliver high-quality solutions and insightful analysis

Conduct research and prototyping innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client-facing teams on advanced statistical and machine learning problems.

Ability to deliver AIML based solutions around a host of domains and problems, with some of them being: Customer -Segmentation & Targeting, Propensity Modeling, Churn Modeling, Lifetime Value Estimation, Forecasting, Recommender Systems, Modeling Response to Incentives, Marketing Mix Optimization, Price Optimization

Experience Required:

Intermediate to expert level proficiency in at least one of R and Python

Ability to discover effective solutions to complex problems. Strong skills in data structures and algorithms.

Experience of working on a project end-to-end: problem scoping, data gathering, EDA, modelling, insights, and visualizations

Problem-solving: Ability to break the problem into small problems and think of relevant techniques which can be explored & used to cater to those

Intermediate to advanced knowledge of machine learning, probability theory, statistics, and algorithms. You will be required to discuss and use various algorithms and approaches on a daily basis.

We use regression, Bayesian methods, tree-based learners, SVM, RF, XGBOOST, time series modelling, dimensionality reduction, SEM, GLM, GLMM, clustering etc on a regular basis. If you know a few of them you are good to go.

Experience of working in cloud-based environments such as AWS, GCP, Azure

Good to Have:

Experience in one of the upcoming technologies like deep learning, NLP, image processing, recommender systems

The experience of working in on one or more domains:

CPG: pricing and promotion analytics, marketing analytics, trade promotions, supply chain management

BFSI: cross-sell, up-sell, campaign analytics, treasury analytics, fraud detection

Healthcare: medical adherence, medical risk profiling, EHR data, fraud-waste-abuse

Experience in working with Linux computing environment and use of command-line tools like sed/awk

Grasp at databases including RDBMS, NoSQL, MongoDB etc.

Requirements

Education Qualification

B.Tech / M.Tech in Computer Science / Mathematics / Signal Processing or related fields from one of the premier Institutes (IITs/NITs/BITS)",3.6,"Mastek Limited
3.6",Mumbai,"Reading, United Kingdom",1001 to 5000 employees,1982,Company - Public,IT Services,Information Technology,₹10 to ₹50 billion (INR),"Capgemini, Cognizant Technology Solutions, Mindtree"
Data Scientist,-1,"Job Description: Data Scientist

Education & Training

• Bachelor’s degree or Masters in Computer Science/Statistics/Mathematics

Experience
• 7 to 9 years of experience in executing data-driven solutions to increase efficiency, accuracy, and utility of internal data processing.
• Experienced at creating data regression models, using predictive data modeling, and analyzing data mining algorithms to deliver insights and implement action-oriented solutions to complex business problems.
• Proficient knowledge in statistics, mathematics and data analysis
• Excellent understanding of business operations and analytics tools for effective analysis of data
• Experience on optimized data collection procedures and generate reports.
• Experience on building predictive models and machine-learning algorithms.
• Experience in designing complex reports such as Drill-down, Drill-through, Cascading, Matrix, cross tab and Map reports using Power BI or Tableau
• Expertise in data storage structures, data mining, and data cleansing
• Systematic problem-solving approach with strong communication skills and a sense of ownership and drive

Skills
• Primary Skills
• Strong hold of concepts in Statistics
• Strong programming skills in R, Python, Java
• Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark.
• Proficient with NoSQL databases like MongoDB, PostgreSQL and Cassandra running huge volumes of data
• Proficient in with SQl Databases like MSSql, Postgres.
• Have a good exposure to Azure Analytics Products like, Data Factory, HD Insights, Azure Data Lake Storage, Data Bricks.
• Experience on different data visualization tools like PowerBI , Tableau.
• Secondary Skills
• Tools - Qliksense , Tableau
• Kusto Query Language
Job Responsibilities

• Supporting the analytics needs of business by analyzing data from multiple sources
• Identify valuable data sources and automate collection processes
• Undertake preprocessing of structured and unstructured data
• Analyze large amounts of information to discover trends and patterns
• Support in collecting, organizing, and interpreting data along with fellow colleagues.
• Build predictive models and machine-learning algorithms
• Use machine learning tools and statistical techniques to produce solutions to problems
• Combine models through ensemble modeling
• Present information using data visualization techniques
• Propose solutions and strategies to business challenges
• Collaborate with engineering and product development teams

Job Responsibilities
Responsible
for installation, maintenance, and providing support for Application
Performance Monitoring and Instrumentation with the primary focus on
AppDynamics and Azure Monitor.
Help
define and implement best practices for Production Application Management
monitoring
Assist
engineers with production Infrastructure Monitoring
Ability
to develop necessary POCs & POVs in sandbox/testing environment
Ability
to support setup and configuration of the APM tool
Assist
in building an APM Centre of Excellence
Operating
system and server architecture knowledge of UNIX/Windows/virtual systems
Assist
development teams with application and server troubleshooting and
diagnostics
Programming
automation (VBA /VB.Net, JAVA or major scripting languages such as Perl
and Python, Unix/Linux shell scripts)",3.4,"Mercedes-Benz Research and Development India Private Limited
3.4",Bengaluru,"Chakan, India",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,₹10 to ₹50 billion (INR),"Volkswagen, Tata Motors"
Data Scientist,-1,"As a data Scientist you will take ownership of a challenging and unique area of Financial Crime Compliance and work through independently and other smart Data Scientists in the Silent Eight Global Family from concept through execution. This role will also build tools and support structures to analyze data, dive deep into data to address data quality, run models to keep them current against changing data and present it to business partners to drive continuous improvements.
You will have a demonstrated ability to manage medium to large scale modeling and data science projects working from requirements, to prototyping to build with tools that are statistically grounded. You will have experience collaborating globally across organization boundaries.
Qualifications
Strong experience with statistical tools (preferably Python and NumPy) and data analysis, regression modeling and time series analysis
Experience in machine-learning methodologies (e.g. supervised and unsupervised learning, deep learning etc.)
Readiness to work on-site with our Client in tight cooperation with our internal Development and Data Science Team in Europe and Asia
Very good knowledge of Natural Language Processing subject and proficiency in using the dedicated tools.
Strong experience in Data Engineering with knowledge of Data Modeling, Relational Data/SQL and Data transformation
Experience with big data: processing, filtering, and presenting large quantities of data up to millions of rows of data
Experience with PySpark and Pandas data processing frameworks
Very good knowledge of Jupyter Notebook
Software development experience and very good knowledge of Python
Experience with Machine Learning frameworks like Keras, Tensorflow, Theano or PyTorch.
Experience of working on Linux environment (Bash) preferred
Experience in data science tools and technologies like Spark/Pandas/Jupyter Notebook
Experience in continuous integration and delivery workflows
Experience in communicating technically explaining chosen techniques and designs and documenting them in understandable manner, and to business with a business-oriented approach
Self-driven with independent leader mentality and problem-solving skills

What we offer
An actual impact on how the biggest banks around the world are stopping money laundering and terrorism financing activities!
Benefit in the form of an attractive Employee Stock Ownership Plan
Access to the newest ideas and concepts by attending top Tech/IT conferences, meetups, and networking events
Taking part in regular get-togethers, including seasonal parties, international meetings, etc.

To apply*, send your CV/Resume to apply@silenteight.com with the title â€œData Scientist â€“ Indiaâ€.
00-10.00 Years
Bachelor Of Technology (B.Tech/B.E), Masters in Technology (M.Tech/M.E/M.Sc), Bachelor Of Computer Application (B.C.A), Other, Master in Computer Application (M.C.A)",-1,Silent Eight Pte Ltd,Bengaluru,"Singapore, Singapore",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1
Data Scientist,-1,"Managing 2 to 3 business lines Provide end to end analytical support for the given business lines with an objective of increasing marketing efficiencies / customer value Develop predictive models, behavioral segments and event triggers Build predictive models / behavioral segments / event triggers for x-sell / activation / retention / attrition control - models to meet minimum performance benchmark To be done for all product / business lines handled by the analyst Analyse portfolio for solving business problems / identifying new opportunities Work with business / campaign stakeholders to understand objective / problem statement, generate hypothesis to solve the objective / problem and run statistical analysis to validate the same Regular interaction with business / product / campaigns teams Work jointly with campaigns and business team to identify business problem, discuss analytical approach and explain the solution which has been developed Ensuring all new analytical solutions are utilized Work jointly with campaigns and business team to ensure that minimum 60% of analytical solutions developed in the FY are utilized for campaigns / on ground activities.
Seek feedback from campaigns and business which can be plugged back to the analytical solution Monitoring performance of predictive scorecards / solutions Monthly monitoring of performance of predictive scorecards / solutions and ensuring the performance is as per the internal benchmarks through regular enhancements of the solutions.

Skills
Strong logical, analytical & mathematical skills
Banking Product & Process Knowledge
Project Management Skills
Good Communication skills",3.5,"HDFC Bank
3.5",Mumbai,"Mumbai, India",10000+ employees,1995,Company - Public,Banks & Building Societies,Finance,₹500+ billion (INR),"State Bank of India, ICICI Bank, Axis Bank"
Data Scientist,-1,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Requirements
Proven experience as a Data Scientist
Understanding of machine-learning algorithms and operations research
Hands on experience in R, SQL and Python
Should be familiar with Supervised and Unsupervised algorithms
Should have worked on Anamoly detection, PCA and advanced LTSM
Should be strong in Natural language processing and log analytics
Should have experience in deploying machine learning model preferably on Django framework
Work experience in IT infrastructure operations
Very Good analytical thinking with problem-solving abilities
Work with the Engineering Team to design, code, train, test, deploy and iterate on enterprise-scale machine learning systems
Preferably working on any log monitoring tools
Knowledge on Bigdata, Hadoop, Spark will be an added advantage
Problem-solving aptitude
Excellent communication and presentation skills
Benefits
This position is for our product division, for more details please click the below link on under
https://aiinfinity.com/aiops/",3.6,"Atlas Systems
3.6",Bengaluru,"Princeton, NJ",501 to 1000 employees,2003,Company - Private,IT Services,Information Technology,₹100 to ₹500 million (INR),-1
Data Scientist,-1,"Position: Data Scientist

Location: Various

Employment Type: Contract or Permanent

About us…

Head quartered in London with offices around the world, Delta Capita is a “challenger” business & technology consulting and manged service provider.

We specialise in the financial services sector and work with many of the worlds most important financial institutions helping them comply with regulatory obligations, transform and simplify operations, reduce cost and adopt innovative business models and technologies. We operate an end-to-end consulting model, including advisory, solutions and delivery capabilities, all supported by high-quality specialist managed services solutions.

Delta Capita is lead by senior industry practitioners, each bringing deep cross-disciplined knowledge coupled with a high level of client empathy. We have proven experience in helping firms innovate and transform their businesses and achieve reduction in their capital and operating expenditure by offering opportunities for achieving industry standardisation and cost mutualisation through consortia and managed utility service models.

Our digital platform offering enables us to be a true innovation partner to our clients by accelerating their pace of fintech adoption, enabling rapid experimentation and delivery of cutting-edge technology through our “engineering as a service” capabilities.

Why work for Delta Capita?

Delta Capita is expanding its Data Science team and looking for talented Data Scientists with hands-on experience of each stage of the Machine Learning pipeline, from data sourcing, through to model training and optimisation to data visualisation.

The candidates will be experienced in the acquiring and processing data as well apply a wide range of Machine Learning techniques to solve particular business problems with emphasis on advanced Deep Learning techniques.

A background in Mathematics and/or Statistics is highly desirable.

Core Skills

Supervised Learning - Exposure to the typical regression and classification ML tasks using a wide range of algorithms including, traditional regression, Decision Tree, Random Forests, Gradient Boosting, Support Vector Machines and Neural Networks (RNNs, LSTMs, CNNs, MLPs etc.)

Natural Language Processing (NLP) - Experience with a range of NLP tasks such as: entity resolution, topic classification, slot filling for Natural Language Understanding (e.g. NLU models) and Natural Language Generation (e.g. TTS models) in the context of Chatbots, Voice recognition, Sentiment Analysis and Document Classification.

Computer Vision/Image Processing - Experience in applying state of the art Deep Learning techniques to the task of image classification, image segmentation and object size measurement

Unsupervised Learning Techniques - Including typical unsupervised learning tasks: Clustering, Anomaly Detection, Dimension Reduction (e.g SOMs)

Model Interpretability - Experience in applying a range of algorithms and techniques to create interpretable descriptions for deep learning models (e.g Neural Networks), including interpretable surrogate models, knowledge distillation, Shapley Values, etc.

Tools and Technologies

Machine Learning Frameworks - Tensorflow – Keras – PyTorch – Scikit-Learn – XGBoost – OpenCV

BigData and Distributed Computing - Hadoop – Apache Spark

Data Visualization and Dashboards - Tableau – PowerBI – Kibana

Cloud Technologies - Amazon SageMarker – Google Cloud AI Platform

Text Processing - NLTK, spaCy, genism, word2vec, glove, fasttext, ELMO, BERT, encoder-decoder architecture

Languages and Environments - Python – R – Matlab – SAS – SQL – C/C++

Job Types: Full-time, Contract

Experience:
NLP: 1 year (Required)",-1,Delta Captia,Bengaluru,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientists,-1,"CAREERS

Data Scientists

Bengaluru, India
JOB DESCRIPTION

As a Data Scientist with Tredence, you will play a key role in translating data into insights for our clients. You will design, develop and implement processes and framework that will help our clients make sense of the data they generate, and consume the insights to make informed decisions.
THE IDEAL CANDIDATE WILL

Have the ability to handle structured /unstructured data and have prior experience in loading, validating and cleaning various types of data.
Have very good understanding of data structures and algorithms.
Have excellent coding skills in one or more of the following languages: Python, Java, C++ or R
Have thorough understanding of one or more of the following: Machine Learning algorithms, Natural Language Processing techniques, and Information Retrieval techniques
Have the ability to apply these algorithms in a professional setting.
Be accountable for measuring and optimizing the quality of algorithms.
Have good background in Math and Statistics.
Have ability to identify opportunities where data science techniques can be applied to solve business problems.
Take ownership of the end to end system from Problem statement to Solution Delivery
Preferred Skills
Experience working with Hadoop/AzureML/Hive/H2O would be an added advantage.
Experience with deep learning techniques like Theano, Torch and TensorFlow is preferred.
ELIGIBILITY CRITERIA

BE/B. Tech/MS degree in Computer Science or related quantitative field with 2-8 years or relevant experience in a team building world class applications in the areas of Predictive Analytics and Data Science.
Send your CV to careers@tredence.com",3.7,"Tredence
3.7",Bengaluru,"San Jose, CA",501 to 1000 employees,2013,Company - Private,Consulting,Business Services,₹1 to ₹5 billion (INR),-1
Data Scientist –,-1,"Job Responsibilities


Data Scientist – Bangalore",3.7,"Capgemini
3.7",Bengaluru,"Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,₹500+ billion (INR),"Accenture, CGI, Sopra Steria"
Data Scientist,-1,"Why are we building Urban Company?
Organised service commerce is a large yet young industry in India. While India is a very large market for home and local services (~USD 50 Billion in retail spends) and expected to double in the next 5 years, there is no billion-dollar company in this segment today. The industry is barely ~20 years old, with a sub-optimal market architecture typical of an unorganised market – fragmented supply side operated by middlemen. As a result, experiences are broken for both customers and service professionals, each largely relying upon word of mouth to discover the other. The industry can easily be 1.5-2x larger than it is today, if the frictions in user and professional’s journeys are removed – and the experiences made more meaningful and joyful.
Urban Company is a “services platform”, with the bold ambition to organize the key verticals within the service commerce industry, bringing in the benefits of scale - structured processes, systems, standardisation, transparency and trust. This platform will enable billions of dollars in commerce annually, and create jobs for 1 million+ service professionals. The key industries that we are going to organize over the next few years include – home improvement, home maintenance & repairs, appliance repairs, salon spa & makeup services, fitness & health at home, academic tuitions, photography & events, packing & moving etc.

As a Data Scientist, you would play a critical role in developing and then implementing Advanced Analytics solutions on production
systems. The role would involve building cutting edge solutions for match making, capacity planning, demand prediction, fraud identification, solving for disintermediation and churn prediction etc.

Potential hires are expected to own the end to end process right from development to implementation – data extraction, text analytics, feature engineering, model building, and model testing, clear model and implementation documentation/codes and work with Engineers to help operationalize the solution into live systems.
Key Data problems we are solving
Matching the right professional for each customer request (match making)
Quantifying how many requests were lost based on drop in conversion due to unavailable slots. Use this data for onboarding providers at hyper local level (capacity planning)
Using various signals to find out fraud / disintermediation on the platform (Fraud detection)
Customer Segmentation. Computing state of customer after each interaction.Use customer segment for home screen personalization and campaigns (personalization)
Not taking those requests where we have predicted that no partner is going to respond. Stopping bad customer experience as a result (customer experience)
Identifying providers who are going to get churned and try to retain them (partner retention)
Job responsibilities
Breaking up big business problem into small actionable Analytical/Data Science problems
Give thought leadership on problem definition and defining the key metrics to target
Identify the important input variables/data needed for model building
Design the Validation metric to evaluate machine learning models
Do the feature engineering and build the model.
Move the model into production as a micro service.
Ability to work on multiple projects in parallel
Prepare dashboards to track performance and responsiveness of the model in production
Job requirements
Overall experience of 2-5 yrs. in Advanced Analytics/ Business Intelligence/Data Warehousing
Strong conceptual understanding on machine learning techniques - classical regression, logistic regression, neural networks, cluster analysis, cross validation, bagging, boosting and random forests etc
Strong expertise on SQL and working with relational systems
Prior experience of implementing machine learning models in production systems
Expertise on R/Python – Mandatory
Strong focus on adding value to business and ability to take complete ownership
Advanced degree in mathematics, statistics, physics, engineering or similar technical field with relevant course work in probability, statistics and quantitative methods
What can you expect
A phenomenal work environment with massive ownership and growth opportunities
Quick iterations and deployments – fail fast attitude
Access to world class mentorship network
Massive and direct impact of the work you do on lives of people",3.9,"Urbanclap Technologies India Pvt. Ltd.
3.9",Gurgaon,"Gurgaon, India",1001 to 5000 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"JOB DESCRIPTION
</b></u></h2>

KEY RESPONSIBILITIES :
Using techniques from supervised and unsupervised machine learning, statistical analysis and predictive modelling to deliver business insights to business units based on data
Working directly with internal customers to educate them on moving beyond BI and training their internal resources to execute advanced forms of analytics
Creating reusable implementations of statistical tests and models using cutting edge technologies
Working with the academic and business community to develop new techniques and to contribute to research in the area of advanced analytics in media
Assisting in engagement management, requirements definition, project scoping, timeline management, and results documentation to ensure professional relationship management
PERFORMANCE MEASURES :
As per role KPIs
QUALIFICATION :
2-8 Years plus post qualification
Degree in computer science with a machine learning focus (other technical degrees also accepted e.g. applied mathematics, statistics, physics, operations research). PhD will be desirable.
KNOWLEDGE AND SKILLS :
Advanced knowledge of statistical and machine learning methods, particularly in the areas of modelling and business analytics
Strong programming skills
Experience with statistical languages and packages, such as R, SAS, Mat-Lab, and/or Mahout
Experience working with relational databases and/or distributed computing platforms, and their query interfaces, such as SQL, MapReduce and Hive.
Experience with additional programming languages, such as Python, Java, and C/C++.
Excellent written and verbal communications skills, with a proven ability to translate complex methodologies and analytical results to higher-level business insights and key take-away
A proven passion for generating insights from data, with a strong familiarity with the higher-level trends in data growth, open-source platforms, and public data sets.
Experience working hands-on with large-scale data sets
Familiarity with visualization software and techniques (including Tableau), and business intelligence (BI) software, such as Micro-strategy, Cognos, Pentaho, etc.
PERSONAL ATTRIBUTES :
Creative, gritty, driven by curiosity and comfortable with failure
Strong Data intuition: Talent to identify and visualize patterns
Multi Modal Communication skills
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.",3.8,"Walt Disney Company
3.8",Mumbai,"Burbank, CA",10000+ employees,1923,Company - Public,Film Production & Distribution,Media,₹500+ billion (INR),"News Corp, WarnerMedia, NBCUniversal"
Data Scientist,-1,"We are looking for data analytic specialist to join the KONE Services and Solutions R&D team. In this role you are responsible to participate in analyzing data from our solutions and developing our analytics methods and algorithms for KONE’s equipment like elevators, escalators and building doors. Part of the work includes also participation of related new products development and/or existing products improvement via for example adding sensors & utilizing edge computing analytics.

Responsibilities and key activities:
Data analytics for KONE equipment
Development of new algorithms and methods
Improving existing solutions where big data is used
Analysis equipment reliability and performance, provide recommendations actions
Failure investigation for root causes.
We expect you to have
Master Degree in Computer Science or Statistics or Applied mathematics or engineering background with demonstrated ability in data analysis and problem solving.
More than 2 years of working experience on utilizing data analysis skills to improve products or services in real projects. Machine diagnostics knowledge is a plus.
Skilled in at least one of data analysis tool, e,g,: SPSS, Python, Matlab, R or strong programming languages skills (C++, Visual Basic, Java, etc.) to develop engineering calculation tools.
Big data and data analytics methods experience. There is good understanding of numerical optimization theory (Linear and Non-linear).
IoT and cloud technologies knowledge and experience
Utilizing sensors for data gathering experience plus
Experience working in R&D organization preferred
Strong self-motivated and quick learning;
Team work spirit, good communication and coordination skills;
Excellent English writing and speaking skills.
At KONE, we are focused on creating an innovative and collaborative working culture where we value the contribution of each individual. Employee engagement is a key focus area for us and we encourage participation and the sharing of information and ideas. Sustainability is an integral part of our culture and the daily practice. We follow ethical business practices and we seek to develop a culture of working together where co-workers trust and respect each other and good performance is recognized. In being a great place to work, we are proud to offer a range of experiences and opportunities that will help you to achieve your career and personal goals and enable you to live a healthy and balanced life.

Read more on www.kone.com/careers",3.9,"KONE
3.9",Pune,"Espoo, Finland",10000+ employees,1910,Company - Public,Industrial Manufacturing,Manufacturing,₹500+ billion (INR),-1
Data Scientist,-1,"Data Scientist


Full time

-

Pune

The Company


Talentica Software is a boutique software development company started by ex-IITB grads and industry veterans. It is a privately held company. The company is 16 years old and 400+ employees work exclusively for startups as Tech Partners taking them from a Series-A position to Series-B position and possible acquisition (for example Citrus Pay).
We have built products for over 125 startups, most of them are based in the Bay Area or Europe. These startups come to us primarily because we know the issues that plague startup product development and the solutions for the same, thereby improving their success chances. Owing to the unique space we are in, we deal extensively with cutting edge technology.

The data science team works under the purview of the Technology Excellence Group at Talentica Software. The goal of this team is to solve problems and build algorithms that are typically data driven. Hence, problems involving statistics, optimization, computer vision, machine learning, and natural language processing are of interest to this group.

We are looking to hire a Data Scientist with Computer Vision and Machine Learning experience.

Here is what we are looking for in prospective candidates: Mandatory
Has completed his/her PhD from one of the old IITs or IISc-Bangalore
Should have completed full-time PhD degree
Graduated from IIT or IISc or IIIT-Hyderabad or ISI-Kolkata with a Master’s degree
Should have at least one published full paper in CVPR or ECCV or ICML or NIPS
Excellent programming skills and must be able to implement complex algorithms in Python
Hands-on experience with use of standard image processing and machine learning libraries such as OpenCV, Tensorflow, Keras

Here is what we are looking for in prospective candidates: Good to have
Graduated from IIT-Bombay or IISc-Bangalore or IIT-Delhi
Not required for the current role but it is good to have worked with Mongo/Cassandra/PostgreSQL/Neo4J
Credited courses focused on linear algebra, stochastic models, pattern recognition, design and analysis of algorithms, machine learning
Interest in applications of computer vision algorithms for video, shape recognition, matching & retrieval

Experience:
Should have worked in the industry for at least 2 years.
Should like to work in a startup environment.
Should be capable of converting theory to practice by reading relevant papers.
Should be capable of conceiving original ideas and coding them as working algorithms.",3.9,"Talentica
3.9",Pune,"Pune, India",201 to 500 employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
