,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,monthly,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,job_simp,seniority,descr_length,comp_count
62,Data Scientist,₹630K - ₹686K,"Position: Data Scientist

About us: WebMD Health Corp., an Internet Brands Company, is the leading provider of health information services, serving patients, physicians, health care professionals, employers, and health plans through our public and private online portals, mobile platforms, and health-focused publications. The WebMD Health Network includes WebMD Health, Medscape, Jobson Healthcare Information, prIME Oncology, MediQuality, Frontline, QxMD, Vitals Consumer Services, MedicineNet, eMedicineHealth, RxList, OnHealth, Medscape Education, and other owned WebMD sites. WebMD®, Medscape®, CME Circle®, Medpulse®, eMedicine®, MedicineNet®, theheart.org®, and RxList® are among the trademarks of WebMD Health Corp. or its subsidiaries.

Aptus Health is a wholly-owned subsidiary of WebMD. As the analytics arm of Aptus Health, we help our clients and our products realize their potential. Helping understand customer behaviour and traits is at the core of what we do. A team of 8 members, we are analogous to a start-up centre with hands-on responsibility for every member.

Role & Responsibilities:


The selected candidate will work on the following:
• Work with real-world case studies in Data Science and a chance to implement various modeling techniques
• Get real-life experience of working with big data in the digital marketing sphere.
• Opportunity to independently execute and lead analytical projects and assignments
• Help solve some challenging Healthcare related digital marketing problems globally. Transform business question into data requirements; collect and merge the data; analyse the data, link it to the business reality and present the results
• Develop predictive models and machine learning algorithms to study the change in physician prescribing behaviour as well as WebMD integrated campaign response behaviour. Build analysis to understand user engagement and behaviours across various WebMD products.
• Build expertise in data preparation, data visualisations and transformations through SAS, R, Tableau and other analytical tools.

Technical Skills needed:
• Experience with data manipulation in SQL environment is a must. Knowledge of Snowflake data warehousing is good to have

• Experience with statistical and data manipulation tools such as SAS or R is a must • Need very good expertise in using Microsoft Excel, and Microsoft PowerPoint. Excellent presentation skills required

• Experience developing statistical models like hypothesis testing, regression models, classifications models, forecasting etc is a must

• Algorithm designing and implementation skills in R or Python is required

Requirements:
• B.Tech/B.E. / MSc Statistics from premier institutes with minimum 80% marks in 10th and 12th grade
• 1.5-2.5 years of relevant work experience in Analytics field",3.4,"Aptus Health
3.4",Mumbai,"Reading, MA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,630,686,658.0,Aptus Health,Mumbai,0,12,1,1,0,0,1,data scientist,na,2815,0
63,Data Scientist,₹13K - ₹25K,"Job Description

Experience: 4+ yrs

Location: Bangalore

Roles and Responsibilities

Experience in statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.
Experience in variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.)
Experience in Processing, cleansing, and verifying the integrity of data used for analysis
Experience in Selecting features, building and optimizing classifiers using machine learning techniques
Experience in automating scoring using machine learning techniques
Experience in building recommendation systems
Experience in building high quality prediction systems
Experience in Selecting features, building and optimizing classifiers using machine learning techniques
Develop processes and tools to monitor and analyze model performance and data accuracy

Qualifications

An Engineering Degree - B.E/B.Tech/MS/ in any stream – Computer Science preferred with 4+ years of experience.
Experience with Python preferably with Jupyter notebook
Experience with data science libraries such as Scikit-learn, Pandas, Numpy, Scipy, Spacy, NLTK.
Experience with Deep learning libraries such as Tensorflow, PyTorch
Good applied statistics skills, such as distributions, statistical testing, regression, etc.",3.3,"Antal International
3.3",Bengaluru,"London, United Kingdom",1001 to 5000 employees,1993,Franchise,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,13,25,19.0,Antal International,Bengaluru,0,27,1,1,0,0,0,data scientist,na,1330,0
64,Data Scientist,"₹ 3,99,236","Data Scientist

Advanced Analytics - Data Scientist will execute advanced computational approaches to accelerate and optimize evidence-based pharmaceutical product development. He/She will leverage high-dimensional population health data to support R&D, Medical, HEVA, commercial product development, access and business strategy. The Advanced Analytics Data Scientist roles will generate analytics required by healthcare decision makers to support patient access and use of Sanofi medicines and he/she will contribute to the insights required by Sanofi internal teams to develop and commercialize the most impactful medicines.

People
Contribute to the Advanced Analytics plans for projects across R&D, Medical Affairs, HEVA and Market Access Strategies and Plans
Performance
Work with the latest tools and technologies that impact drug development.
Leverage analytics involving large datasets to refine and improve data models.
Build and construct prototypes of Advanced Analytic work-flows.
Process
Apply a broad array of capabilities spanning machine learning, statistics, text-mining/NLP, and modelling to extract insights to structured and unstructured healthcare data sources, pre-clinical, clinical trial and complementary real-world information streams.
Work on a variety of team-based projects providing expertise in analytical and computational approaches.
Design and implement data models, perform statistical analysis and create predictive analysis models
Required Skills & Experiences:
Experience with open source technologies, ML libraries, and programming languages (R, python)
Experience with advanced ML techniques - neural networks/deep learning, reinforcement learning, SVM, PCA, etc.
An ability to interact with a variety of large-scale data structures e.g. HDFS, SQL, noSQL
Experience working across multiple compute environments to create workflows and pipelines (e.g. HPC, cloud, Linux systems)
Experience with any of the following: biomedical data types/population health data/real world data/novel data streams.
Strong oral and written communication skills
A demonstrated ability to work and collaborate in a team environment
Desirable Skills & Experiences:
Experience with reproducible and collaborative technology platforms (e.g. GitHub, containers, Jupyter notebooks)
Experience with big data analytics platforms and/or workflow tools
Exposure to NLP technologies and analyses
Knowledge of some datavis technologies (ggplot2, shiny, plotly, d3, Tableau or Spotfire)
Qualifications
Relevant Masters degree, with at least 2-3 years of relevant industry experience (level II), or Masters degree with relevant Essential Skills and Experience (level I)
At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",3.7,"Sanofi
3.7",Mumbai,"Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹500+ billion (INR),"Pfizer, GlaxoSmithKline",0,399236,399236,399236.0,Sanofi,Mumbai,0,47,1,1,0,0,0,data scientist,na,3130,2
65,Data Scientist,₹158K - ₹170K,"We are building our team to offer business and operations analytics solutions to our international and

domestic clients, and are looking for a Data Scientist with comprehensive knowledge of existing and next

gen analytics tools and technology platforms. Passionate, self-starter and innovative our Data Scientist will

bring expert skills and meaningful experience to fore, focusing primarily on Healthcare, Pharmaceuticals,

Banking, Financial Services & Insurance industry verticals.

Responsible for leading client engagements and People, our Data Scientist will be a problem solver, who

relishes the journey of crafting intelligent client solutions – live to find patterns and insights within structured

and unstructured data. Industrious, analytical and result-oriented, our Data Scientist will be a thinker with

natural desire to go beneath the surface of a problem; understand how the products are developed; and

have statistical, mathematical, predictive modelling as well as business strategy skills to build the algorithms

necessary to ask the right questions and find the right answers – You propose analytics strategies and

solutions that challenge and expand the thinking of everyone around you. With hands-on knowledge of

the business, products, technology, regulatory environment, operations our Data Scientist will continuously

seek fresh challenges to engineer solutions that make valuable client business impacts.

A seasoned professional our Data Scientist will operate in collaboration with cross-industry, cross-function,

experts and be a leading example of the Profisor People Culture, independently managing client

engagements, multiple projects and project teams.

Careers

Responsibilities:
Results-based quality delivery of data analytics solutions and services

Manage multiple client projects, problem statements, and multiple project teams

Organize and manage quality review of data analytics operations delivery

Design & develop client solutions and collaboratively respond to client RFP’s & RFI’s

Lead thought leadership articles – point of views – and business development initiatives

Manage client relationships, client experience and client feedback to resolve engagement issues

Co-develop Profisor People and People career models

Manage team performance reviews, expansion and progression planning and People reporting

Lead analytics capability development, learning and training

Counsel, develop People, and manage talent identification and hiring

Minimum Knowledge, Skills & Abilities Required:
8+ years of experience designing and devising data analytics capabilities and solutions for

Healthcare, Pharmaceuticals, BFSI and or Cross-industry clients

Comprehensive knowledge of Natural Language Processing, Machine Learning, Conceptual Modelling,

Statistical Analysis, Predictive Modelling & Hypothesis Testing

Solution-oriented thinker, capable of managing business and technology challenges

Data driven and highly analytical with working knowledge of compliance and ethical standards and

evolving global regulatory environment

Excellent communication (both written and vocal), problem solving and presentation skills

Good human relations and interpersonal skills to collaborate and manage People with diverse

backgrounds

Additional Knowledge, Skills & Abilities:
Data munging, visualization and communication knowledge

Hands-on knowledge of Lean and Agile delivery techniques

Demonstrated ability to maintain strict confidentiality of internal and external customer information

Desirable Knowledge, Skills & Abilities:
Ph.D. or Master’s degree in operations research, applied statistics, mathematics, data mining, machine

learning, physics or a related quantitative discipline

Management experience in Big Data or Data Analytics practice setup",4.5,"Profisor Services
4.5",Gurgaon,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,158,170,164.0,Profisor Services,Gurgaon,0,-1,0,1,0,0,1,data scientist,na,3818,0
66,Data Scientist,₹10K - ₹14K,"About us & Vision

Sequretek is an Indian MNC focused on Information Security and Information Management space. The company is backed by industry veterans who have come together with a vision to build India’s leading Information Security company.
Sequretek’s customers have appreciated its solution offerings, and within a short span the company has acquired marquee clientele in Financial, Pharmaceutical, IT/ITES, and Retail and Logistics sectors.
Sequretek probably is the one of the very few companies that offers a blend of its own core threat intelligence products along with both on-premise and cloud solutions. Our end point detection, protection, and response technology – EDPR is the industry’s only product that replaces up to six different endpoint technologies for our customers.
Our vision is to establish and sustain Sequretek as a Global Leader in terms of the ‘Security’ of Enterprise-level Information-Assets through the consistent delivery of world-class products and solutions that leverage state-of-the-art technologies relevant to the contemporary digital economy.

Why Sequretek?

You will be part of an award winning ""Security Product Company of the Year – 2019” announced by Data Security Council of India (A NASSCOM Initiative).
The team is highly visible, agile, and working on critical problems that directly affect the company’s success.
Our researchers regularly appear at various global conferences and are some of the most sought-after thought leaders in the security industry.
Our ML Engine was certified by ICSA Labs for its detection against unknown / little known malwares.
As part of the research group, you will leverage your problem-solving and analytical skills to further our capabilities, as well as publish and present new and novel research.

Education & Experience

Education:The candidate must have any of the below:
BE/B.Tech/MTech in Computer Science, Statistics, or Data Science.
Experience:
Minimum 1-2 years of experience in applying ML/Deep Learning algorithms and
techniques to real-world data sets.

Key Responsibilities

Skills:
Knowledge of Core Python
Proficiency in Machine learning algorithms (SVM, Decision Trees, PCA, Clustering etc.).
Knowledge and Experience of Deep Learning Algorithms (CNN, RNN, LSTM etc.)
Knowledge of major ML frameworks such as TensorFlow, PyTorch, Keras, and Scikit-Learn.
Strong analytical thinking and problem solving.
Designs scalable processes to collect, manipulate, present, and analyze large datasets in a production-ready environment
Demonstrated participation on platforms like Kaggle is a plus
Prefer great appreciation or expertise in Security products such as End point detection, protection and response, Managed detection and response etc
Must be proactive and flexible and have the ability to work under pressure and possess good follow-through skills.
Must possess excellent written and verbal communication and a quick learner.
Responsibilities:
Wants to build and develop innovative intellectual property through the research and implementation of new approaches in machine learning and simplifying security
Approaches problems from an adversarial mindset in an effort to circumvent prediction systems
Works with internal product and engineering teams to drive development of new products
Has the capability to translate and implement newly published research on specific datasets and problems to validate approaches and potentially improve
Experienced wrangling large volumes of data and applying machine learning techniques towards real product and business problems
Invests time in research including publications, and is committed to keeping up with AI trends
Develop working prototypes of algorithms and evaluate and compare metrics based on large, real-world data sets",4.0,"Sequretek
4.0",Bengaluru,"Mumbai, India",201 to 500 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,10,14,12.0,Sequretek,Bengaluru,0,7,1,1,0,0,1,data scientist,na,3778,0
67,Data Scientist,₹22K - ₹24K,"Job Type: Full Time
Location: Bangalore

Purpose of Position:
The purpose of hiring this person is for his Robust experience in the area of Software Development in Computer Vision using a blend of traditional Image Processing based & modern Machine Learning/Deep Learning based techniques.

Roles & Responsibilities:
Experience with object detection, tracking, classification, recognition, scene understanding.
Excellent programming & rapid prototyping skills in Python & C / C++ (Optionally).
Exposure to Data structures / Algorithms is a must.
Expertise on OpenCV, DLib.
Excellent knowledge on any / all of the given concepts in Computer Vision – namely Image Classification, Object Detection and Semantic Segmentation developed using state of the art deep learning algorithms.
Hands on experience in developing efficient and real-time convolution neural network models.
Hands on working experience with anyone of the deep learning frameworks – TensorFlow, Caffe, Pytorch, Keras, MXNet, Theano.
Exposure to model compression and pruning in deep learning.
Familiarity with GPU computing (CUDA, OpenCL) and HPC.
Experience / exposure to usage of Open Source technologies.
Experience / exposure to Product development methodologies & Software Engineering processes.
Experience in owning technical architecture of the products, planning roadmaps & technically managing the team.
Job Requirements::
BE / B.Tech, MS/M.Tech (Electronics, Computer Science or related) Experience – 4+ Years.
Strong Problem Solving & Communication skills.
Highly Motivated, Creative and a Team player.",4.0,"Lincode
4.0",Bengaluru,"Menlo Park, CA",1 to 50 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 million (INR),-1,0,22,24,23.0,Lincode,Bengaluru,0,3,1,1,0,0,1,data scientist,na,1577,0
68,Data Scientist,"₹ 7,70,803","Job Description – Data Scientist
Roles & Responsibilities:
Ability to understand a problem statement and implement solutions & techniques for solving natural language processing, text analytics, and information extraction problems, as well as structured data problems.
Work and collaborate with other teams to deliver and create value for clients
Fast learner: ability to learn and pick up a new language/tool/ platform quickly
Conceptualize, design and deliver high-quality solutions and insightful analysis
Conduct research and prototyping innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client facing teams on advanced statistical and machine learning problems.
Come up with actionable ideas to solve problems and implement those ideas.
Communicate context, data, solution and implications to the team, senior leaders and stakeholders.


Skills:
Intermediate to expert level proficiency in at least one of Python and R
Ability to discover effective solutions to complex problems. Strong skills in data-structures and algorithms.
Experience of working on a project end-to-end: problem scoping, data gathering, EDA, modeling, insights, and visualizations
Problem-solving: Ability to break the problem into small problems and think of relevant techniques which can be explored & used to cater to those
Intermediate to advanced knowledge of regular expressions, machine learning, probability theory, information theory, statistics, and algorithms. Discuss and use various algorithms and approaches on a daily basis.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etc.


Qualifications & Experience :
Bachelor's or Master's degree in engineering.
Good knowledge of Basic Statistics (Hypothesis testing, probability, distributions, etc.)
Exposure towards multivariate statistical Analysis (such as PCA, PLS, etc.).
Strong in Machine learning and supervised Learning techniques such as ANN, Decision Trees, SVM, Naïve Bayes etc.
Knowledge on Unsupervised learning techniques such as k-means, hierarchical clustering etc.",3.5,"CoStrategix Technologies
3.5",Bengaluru,"Cincinnati, OH",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,770803,770803,770803.0,CoStrategix Technologies,Bengaluru,0,14,1,1,1,0,0,data scientist,na,2115,0
69,Data Scientist,"₹ 38,372/mo","Years of experience: 1-4
â€¢Sound experience in AI, Natural language processing, Machine Learning
â€¢Experience in Language Modelling, POS tagging, PCFG, Named Entity Recognition, Co-reference Resolution, Question Answering etc
â€¢Good understanding of various classification techniques such as Clustering, Logistic Regression, CRFs, MEMM, Neural Networks, SVMs, Decision Trees etc
â€¢Coding experience with Python and SQL/NoSQL databases, familiarity with Linux
â€¢Candidates with Publications in reputed conferences or journals are prefered
00-4.00 Years",4.1,"UVJ Technologies Private Limited
4.1",Ernakulam,"Cochin, India",201 to 500 employees,2003,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,1,460464,460464,38372.0,UVJ Technologies Private Limited,Ernakulam,0,17,1,1,0,0,0,data scientist,na,556,0
70,Data Scientist,₹17K - ₹18K,"Miles is looking to expand its data science and data engineering team in INDIA!

Here's a quick checklist:
You live in India
Want to work for a fast-growing Silicon Valley Startup
You are passionate about solving challenging problems
You are looking to put your stamp on the product
What you'll need:
Education
Master's/PhD (preferred) or Bachelor's (required) in CS/ML/AI or relevant computational/engineering discipline
Machine Learning/Data Science:
Solid theoretical understanding of ML fundamentals: linear algebra, probability, statistics (as relevant to ML), optimization
Knowledge of different ML techniques and when/how to use them: classification, regression, clustering, outlier detection, dimensionality reduction, etc.
Comfortable manipulating and analyzing complex, high-volume, high-dimensionality data from varying, heterogeneous sources
Experience with messy real-world data -- handling missing/incomplete/inaccurate data
Proficient in the Python ML ecosystem: NumPy, Pandas, SciPy, Scikit-Learn
Strong understanding of relational databases like PostgreSQL is a plus
Programming experience:
At least 2+ years of experience writing production-quality Python code
Version control: Git, GitHub/Bitbucket
Experience delivering large-scale deployable projects
Great to have
We deal with large volumes of geospatial data, so experience working with geospatial data at scale is a big plus
Knowledge of Python (Shapely, GeoPandas, Fiona, CartoPy, etc) and/or database (PostGIS) geometry/geospatial tools
Domain experience in building models for location-based services, transportation, scheduling, vehicle routing",3.9,"Miles
3.9",Bengaluru,"Bergen, Norway",51 to 200 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,17,18,17.5,Miles,Bengaluru,0,15,1,1,0,0,0,data scientist,na,1622,0
71,Data Scientist,"₹ 6,02,990","Data Scientist

We are looking for a Data Scientist to help us create machine learning products. Data Scientist responsibilities include understanding the business problem and experimenting with different modelling architectures to create the best possible setup from model performance as well as computational performance. To do this job successfully, you need exceptional skills in Machine Learning and Programming. Your ultimate goal will be to find the best data-based solution for the problem at hand

Job Description:
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Develop and maintain robust data processing pipelines and reproducible modelling pipelines
Build mathematical models to solve various problems ranging from Time Series forecasting to Neural Networks and ensure seamless deployment in production pipelines.
Explore data and communicate insights clearly to non-technical as well as technical audience
Analyze experimental results, iterate and refine models to create significant business impact
Follow strict coding standards and other software engineering best practices and be the proponent of the culture in the organization.
Preferably from FMCG Industry
Requirements
Bachelors Degree in a Quantitative discipline
4-6 years experience in data science/Analytics roles
Expert Proficiency in Time Series Forecasting Classical & Machine Learning
Proven experience as a Data Scientist or similar role
Expert ability to write robust code in Python
Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn , StatsModels )
Should be proficient in evaluation metrics (MAPE, F1, RMSE, Confusion Matrix)
Should possess strong problem-solving skills
Excellent verbal and written communication skills
You take complete ownership of your work and are self-driven.
Good to Have
Deep Learning Frameworks like Tensorflow, PyTorch etc.
Familiarity in working with Azure, AWS, GCP etc.
Experience with NoSQL databases, such as MongoDB, Cassandra
Experience with containerizing applications using Docker
Mandatory Skills

R, Python ,Machine leaning

Desirable Skills

R, Python ,Machine leaning",4.7,"Thoucentric
4.7",Mumbai,"Bengaluru, India",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,602990,602990,602990.0,Thoucentric,Mumbai,0,5,1,1,0,1,1,data scientist,na,2225,0
72,Data Scientist,₹365K - ₹396K,"Looking for:
Strong background in Machine Learning and Statistics.
Fluency in Python and R programming language.
Good understanding of Relational & Non- Relational database and SQL.
Familiar with Tensor Flow, OpenCV and Tesseract OCR.
1-3 years of relevant experience.
Good communication skills.
Portfolio/Demoable project from previous experience.

Responsbilities:
Work on projects related to healthcare.
Build models and analyze medical data collected from healthcare devices and apps.
Build models and tools for analyzing pills and different medicine images.
Expose this data to mobile and web apps to build feature set.

Job Perks:",4.6,"Cumulations Technologies
4.6",Bengaluru,"Bengaluru, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,365,396,380.5,Cumulations Technologies,Bengaluru,0,-1,1,1,0,0,0,data scientist,na,636,0
73,Data Scientist,₹726K - ₹786K,"TOMIA was formed from the merger of Starhome Mach and Telarix, industry veterans in Roaming and Interconnect. TOMIA offers transformative connectivity solutions to service providers worldwide. Its innovative offering enables customers to manage a unified optimization process of both roaming and interconnect while driving the future of connectivity through new technologies and services such as VoLTE, NFV, and 5G. With over 500 employees worldwide, regional headquarters in the US, Israel, Luxembourg, India, and a presence in over 30 countries, TOMIA serves over 400 operators including 30 tier-1 and six of the industry's largest groups. To learn more visit www.tomiaglobal.com

Machine Learning & AI - Bangalore, IN

Responsibilities

We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore. This person’s responsibilities include research, design and development of Machine Learning and Deep Learning algorithms to tackle a variety of Fraud oriented challenges. The data scientist will work closely with software engineers and program managers to deliver end-to-end products, including: data collection in big scale and analysis, exploring different algorithmic approaches, model development, assessment and validation – all the way through production.

Qualifications

At least 3 years of hands-on development of complex Machine Learning models using modern frameworks and tools, ideally Python based.
Solid understanding of statistics and applied mathematics
Creative thinker with a proven ability to tackle open problems and apply non-trivial solutions.
Experience in software development using Python, Java or a similar language.
Any Graduate or M.Sc. in Computer Science, Mathematics or equivalent, preferably in Machine Learning
Ability to write clean and concise code
Quick learner, independent, methodical, and detail oriented.
Team player, positive attitude, collaborative, good communication skills.
Dedicated, makes things happen.
Flexible, capable of making decisions in an ambiguous and changing environment.

Advantages:
Prior experience as a software developer or data engineer – advantage
Experience with Big data – advantage
Experience with Spark – big advantage
Experience with Deep Learning frameworks (PyTorch, TensorFlow, Keras) – advantage.
Experience in the Telecommunication domain and/or Fraud prevention - advantage",3.2,"Tomia
3.2",Bengaluru,"Vienna, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,726,786,756.0,Tomia,Bengaluru,0,-1,1,1,1,0,0,data scientist,na,2400,0
74,Data Scientist,₹214K - ₹236K,"Location:
Defence Colony, New Delhi

Job Purpose Summary:
Responsible for driving Mahajan Imaging's new focus on medical informatics and data analytics:
Preferably well aquainted with SQL based PACS and Hospital Information Systems.
Putting medical reports and images into an easily searchable structured format for clinical research and scientific purposes.
Responsible for pulling relevant information from company databases.
Would have access to high-end servers and other equipment.
Would have opportunity to work with leading medical imaging companies and universities.",4.0,"Mahajan Imaging
4.0",New Delhi,"New Delhi , India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,214,236,225.0,Mahajan Imaging,New Delhi,0,-1,0,1,0,0,0,data scientist,na,574,0
75,Data Scientist,"₹ 4,44,751","Key Responsibilities

Understand the key end to end analytics of project requirements and scoping the existing & new requirements.
Assessing the quality & comprehensiveness of data.
Analyzing KPI’s of key business functions like sales & marketing and supply chain.
Work with Data architects to create and evolve dashboard templates.
Set data standards for enhancing data maturity for analytics.
Data pre-processing, modelling & post-processing of data.
Comfortable with basic statistical principles and apply them with the data sets.
Machine Learning: Ability to work with algorithms, understand, interpret and devise your own algorithm for the business problem.
Selection of right algorithms (Regression, Naïve Bayes and Random Forest).

Job Requirements and Skills

Data modelling Skills: SQL, Python and analytics model building using Machine Learning.
Data visualisation skills: Power BI / Tableau / Qlikview / Cognos.
Big Data: Spark, Hive.
ETL.
Domain: Automotive / Non-Automotive (Industrial Manufacturing/Retail/Energy & utilities, Finance)

Years of Experience

Experience: Minimum 5 years of relevant experience.
Projects: Minimum 3 projects in data science delivered to customers (not academic with Kaggle competitions)

Job Location: Chennai

Academic Qualification: B.E or any equivalent degree

No of positions: 3

Proceed to apply job",3.2,"Hindujatech
3.2",Chennai,"Chennai, India",1001 to 5000 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,444751,444751,444751.0,Hindujatech,Chennai,0,9,1,1,1,0,0,data scientist,na,1349,0
76,Data Scientist,"₹2,853K - ₹3,144K","Job Role Summary
We are hiring candidates to work on challenging data science problems for our upstream & downstream business. Areas of application include real-time surveillance, anomaly detection, geospatial studies (image segmentation, pattern extraction etc.), sales, pricing and forecasting.
A successful candidate would understand a problem in oil and gas space (both technically and commercially), be able to formulate as a data science problem, implement solutions that fit into an existing data science SW architecture, and communicate the results to stakeholders.

Job Responsibilities:
Use machine learning, pattern recognition, deep learning, statistical analysis and data visualizations – along with domain knowledge and subject-specific models (Eg. physics-based) – to solve science, engineering, commercial problems and provide business insights
Work with teams across geographical locations to develop robust data science workflows
Assist the formulation of new projects or enhancements of existing models
Contribute to all stages of data science solution development and deployment
Job Requirements:
Master’s (or) PhD degree from a recognized university in one of the following disciplines: Statistics, Applied Mathematics, Engineering, Earth science (E.g., Geophysics), Physical sciences with significant experience in data analytics or machine learning; minimum GPA - 7.0 (out of 10.0)
Minimum two years of work experience in data science/machine learning. In depth knowledge of statistical analysis (classification, regression, time-series, Bayesian techniques, etc.) and machine learning (trees, ensembles, neural networks, validation methods etc.) is required
Expertise in Python & R and related packages like numpy, pandas, sklearn, keras, tensorflow, pytorch, h2o etc. Proficiency in other languages is an advantage
Should be able to collaborate, communicate effectively and take ownership of deliverables
Knowledge of numerical methods for linear algebra and optimization is an advantage
Knowledge/exposure to one or more of the following is an advantage: Formal software development practices, software testing, Linux, high performance computing or cloud technologies
Previous work experience in the oil and gas industry is an advantage",3.7,"ExxonMobil
3.7",Bengaluru,"Irving, TX",10000+ employees,1870,Company - Public,Energy,"Oil, Gas, Energy & Utilities",₹500+ billion (INR),"Shell, BP, Chevron",0,2853,3144,2998.5,ExxonMobil,Bengaluru,0,150,1,1,0,0,0,data scientist,na,2262,3
77,Data Scientist,₹10K - ₹11K,"RESPONSIBILITIES
To analyse data and support the development of technology tools relevant for the development sector. Work on creating data insights on developmental and public policy issues with a focus on providing knowledge support to policy makers and informing public discourse.
Support in providing data analytics for all data and technology related projects esp. Jaano India.
Use multivariate statistical analysis to analyse data and produce detailed project reports. Ensure data integrity and consistency across relevant data systems. Making recommendations for solving some of these real world problems.
Collecting, cleaning and maintaining data from Open Government Datasets. Data from all major government schemes and departments must be maintained in a structured data warehouse and updated regularly.
Analysis of cleaned data to identify patterns, correlations and infer meaningful conclusions. Thereafter, presenting them in a visually lucid manner to various stakeholders and policymakers through Swaniti’s Jigyasa portal.
Creating data packages for standardized and customized research output for use of Members of Parliament, Members of Legislative Assembly and Civil Servants.
Conceptualize and create standalone data visualizations and info-graphics on development and governance issues for dissemination to media outlets and general public
Analyzing and interpreting primary level data for Swaniti’s micro planning projects to identify key patterns for national and state level policy making.
If needed provide inputs for knowledge consultations and/or the Jigyasa platform.
QUALIFICATIONS
Graduate degree in any field with courses in Statistics, Econometrics or any data-related subjects. Those with advanced degrees will be given preference.
At least 2 years of active work experience in the public or private sector with a role dealing directly with data cleaning, analysis and visualizations.
SKILLS

Required

The Data Scientist will be expected to have a demonstrated record of being a ‘problem solver’ with ability to analyse big data, and commitment to working on policy and developmental challenges in India.
Familiarity with handling database systems like MySQL and Hive.
Proficiency in Python and Java. Familiarity with packages/libraries used for data manipulation and plotting (eg – numpy, panda, scikit-learn)
Understanding of statistical concepts involving descriptive and inferential stats, hypothesis testing, confidence intervals and sampling, clustering and classification.
Knowledge of common machine learning algorithms, from dimensionality reduction to supervised and unsupervised techniques.
Excellent working knowledge of MS Excel
Strong leadership skills, excellent people and team skills and a constant willingness to learn.

Recommended

Proficiency in R, Python, SAS, SPSS and/or STATA.
Familiarity with MongoDB, Hadoop, Spark.
Understanding of linear algebra concepts such as matrix manipulations, Eigen values and vectors and multivariable calculus.
Knowledge regarding government policies, schemes and their implementation.
Ability to write complex Macros in Excel.",3.9,"Ank Aha
3.9",New Delhi,"New Delhi, India",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,10,11,10.5,Ank Aha,New Delhi,0,4,1,1,1,0,1,data scientist,na,3116,0
